,1号单泵频率,1号单泵瞬时流量,1号单泵扬程,1号泵口表显压力,1号单泵功率
1688,33.6,6554.0,18.15,0.2011,401
1689,33.6,6564.0,18.16,0.2016,400
1690,33.6,6526.0,18.13,0.2019,401
1691,33.6,6517.0,18.09,0.2019,402
1692,33.6,6484.0,18.21,0.2013,400
1693,33.6,6564.0,18.17,0.2022,401
1694,33.6,6560.0,18.06,0.2011,401
1695,33.6,6570.0,18.01,0.2017,402
1696,33.6,6513.0,18.04,0.2022,401
1697,33.6,6531.0,18.18,0.2018,402
1698,33.6,6531.0,18.17,0.2019,401
1699,33.6,6489.0,18.02,0.2019,402
1700,33.6,6584.0,18.12,0.2019,402
1701,33.6,6495.0,18.1,0.2021,400
1702,33.6,6564.0,18.1,0.2025,402
1703,33.6,6492.0,18.14,0.2019,400
1704,33.6,6483.0,18.13,0.2021,402
1705,33.6,6604.0,18.14,0.2015,401
1706,33.6,6560.0,18.08,0.2022,402
1707,33.6,6506.0,18.14,0.2018,402
1708,33.6,6586.0,18.09,0.202,401
1709,33.6,6576.0,18.17,0.2023,402
1710,33.6,6577.0,18.11,0.2021,401
1711,33.6,6487.0,18.11,0.2011,401
1712,33.6,6864.0,17.05,0.1877,402
1713,29.6,6360.0,12.81,0.1487,286
1714,29.6,3593.0,16.48,0.1939,243
1715,0.0,24.0,0.0,0.0312,0
1716,0.0,24.0,0.0,0.0313,0
1717,0.0,19.0,0.0,0.0316,0
1718,0.0,51.0,0.0,0.0316,0
1719,0.0,20.0,0.0,0.0316,0
1720,0.0,23.0,0.0,0.0317,0
1721,0.0,45.0,0.0,0.0318,0
1722,0.0,53.0,0.0,0.0317,0
1723,0.0,46.0,0.0,0.0316,0
1724,0.0,21.0,0.0,0.0315,0
1725,0.0,24.0,0.0,0.0315,0
1726,0.0,21.0,0.0,0.0314,0
1727,0.0,52.0,0.0,0.0314,0
1728,0.0,20.0,0.0,0.0312,0
1729,0.0,24.0,0.0,0.0312,0
1730,0.0,20.0,0.0,0.031,0
1731,0.0,54.0,0.0,0.0311,0
1732,0.0,46.0,0.0,0.0309,0
1733,0.0,24.0,0.0,0.0309,0
1734,0.0,46.0,0.0,0.0308,0
1735,0.0,21.0,0.0,0.0307,0
1736,0.0,23.0,0.0,0.0307,0
1737,0.0,23.0,0.0,0.0306,0
1738,0.0,52.0,0.0,0.0306,0
1739,0.0,21.0,0.0,0.0305,0
1740,0.0,23.0,0.0,0.0304,0
1741,0.0,37.0,0.0,0.0303,0
1742,0.0,23.0,0.0,0.0302,0
1743,0.0,49.0,0.0,0.0302,0
1744,0.0,19.0,0.0,0.0301,0
1745,0.0,24.0,0.0,0.0301,0
1746,0.0,53.0,0.0,0.0301,0
1747,0.0,53.0,0.0,0.0301,0
1748,0.0,23.0,0.0,0.0301,0
1749,0.0,24.0,0.0,0.0301,0
1750,0.0,47.0,0.0,0.03,0
1751,0.0,53.0,0.0,0.03,0
1752,0.0,50.0,0.0,0.03,0
1753,0.0,21.0,0.0,0.03,0
1754,0.0,24.0,0.0,0.03,0
1755,0.0,27.0,0.0,0.03,0
1756,0.0,51.0,0.0,0.03,0
1757,0.0,26.0,0.0,0.03,0
1758,0.0,25.0,0.0,0.03,0
1759,0.0,27.0,0.0,0.0301,0
1760,0.0,24.0,0.0,0.03,0
1761,0.0,48.0,0.0,0.03,0
1762,0.0,19.0,0.0,0.0301,0
1763,0.0,48.0,0.0,0.0301,0
1764,0.0,18.0,0.0,0.0302,0
1765,0.0,52.0,0.0,0.0302,0
1766,0.0,54.0,0.0,0.0302,0
1767,0.0,51.0,0.0,0.0302,0
1768,0.0,35.0,0.0,0.0302,0
1769,0.0,23.0,0.0,0.0302,0
1770,0.0,24.0,0.0,0.0302,0
1771,0.0,22.0,0.0,0.0303,0
1772,0.0,24.0,0.0,0.0303,0
1773,0.0,19.0,0.0,0.0303,0
1774,0.0,23.0,0.0,0.0303,0
1775,0.0,18.0,0.0,0.0303,0
1776,0.0,24.0,0.0,0.0302,0
1777,0.0,51.0,0.0,0.0303,0
1778,0.0,24.0,0.0,0.0303,0
1779,0.0,38.0,0.0,0.0303,0
1780,0.0,23.0,0.0,0.0303,0
1781,0.0,22.0,0.0,0.0303,0
1782,0.0,52.0,0.0,0.0301,0
1783,0.0,49.0,0.0,0.0302,0
1784,0.0,20.0,0.0,0.0301,0
1785,0.0,22.0,0.0,0.0301,0
1786,0.0,51.0,0.0,0.03,0
1787,0.0,23.0,0.0,0.0301,0
1788,0.0,52.0,0.0,0.03,0
1789,0.0,46.0,0.0,0.0299,0
1790,0.0,22.0,0.0,0.03,0
1791,0.0,23.0,0.0,0.0299,0
1792,0.0,21.0,0.0,0.03,0
1793,0.0,51.0,0.0,0.0299,0
1794,0.0,41.0,0.0,0.0299,0
1795,0.0,51.0,0.0,0.0298,0
1796,0.0,42.0,0.0,0.0298,0
1797,0.0,21.0,0.0,0.0297,0
1798,0.0,21.0,0.0,0.0297,0
1799,0.0,21.0,0.0,0.0297,0
1800,0.0,49.0,0.0,0.0297,0
1801,0.0,21.0,0.0,0.0295,0
1802,0.0,23.0,0.0,0.0292,0
1803,0.0,43.0,0.0,0.029,0
1804,0.0,49.0,0.0,0.0291,0
1805,0.0,47.0,0.0,0.0297,0
1806,33.6,6262.0,18.71,0.2055,402
1807,33.6,6601.0,18.37,0.2031,403
1808,33.6,6603.0,18.57,0.2051,402
1809,33.6,6493.0,18.67,0.2067,401
1810,33.6,6389.0,18.74,0.207,401
1811,33.6,6528.0,18.68,0.2077,402
1812,33.6,6404.0,18.5,0.2062,402
1813,33.6,6525.0,18.72,0.209,402
1814,33.6,6485.0,18.63,0.2076,401
1815,33.7,6406.0,18.53,0.2082,402
1816,33.7,6416.0,18.68,0.208,403
1817,33.6,6477.0,18.64,0.208,401
1818,33.6,6456.0,18.71,0.2085,403
1819,33.6,6434.0,18.7,0.2072,400
1820,33.6,6474.0,18.62,0.2082,402
1821,33.6,6393.0,18.61,0.2081,400
1822,33.6,6446.0,18.54,0.2082,401
1823,33.6,6449.0,18.7,0.2086,400
1824,33.7,6461.0,18.71,0.208,399
1825,33.6,6471.0,18.62,0.2076,400
1826,33.6,6526.0,18.74,0.209,401
1827,33.6,6400.0,18.63,0.2083,400
1828,33.6,6455.0,18.76,0.2083,401
1829,33.6,6470.0,18.64,0.2085,402
1830,33.6,6495.0,18.73,0.2079,401
1831,33.6,6471.0,18.81,0.2094,400
1832,33.6,6428.0,18.67,0.2082,400
1833,33.6,6410.0,18.71,0.2085,402
1834,33.6,6522.0,18.67,0.2088,400
1835,33.6,6476.0,18.66,0.2086,400
1836,33.6,6456.0,18.75,0.2097,401
1837,33.6,6438.0,18.76,0.2082,401
1838,33.6,6481.0,18.66,0.2087,402
1839,33.6,6487.0,18.58,0.2084,402
1840,33.6,6444.0,18.71,0.2082,402
1841,33.6,6456.0,18.73,0.2082,402
1842,33.6,6508.0,18.81,0.2089,401
1843,33.6,6501.0,18.75,0.2089,402
1844,33.7,6500.0,18.74,0.2083,401
1845,33.7,6510.0,18.68,0.2083,401
1846,33.6,6494.0,18.75,0.2092,402
1847,33.7,6481.0,18.71,0.2094,402
1848,33.6,6494.0,18.79,0.2092,402
1849,33.6,6539.0,18.69,0.209,402
1850,33.7,6534.0,18.77,0.2093,401
1851,33.6,6463.0,18.7,0.2096,401
1852,33.7,6446.0,18.68,0.2089,402
1853,33.6,6479.0,18.71,0.2085,401
1854,33.6,6537.0,18.7,0.2091,402
1855,33.6,6465.0,18.66,0.21,402
1856,33.6,6470.0,18.65,0.2094,402
1857,33.6,6506.0,18.74,0.2094,403
1858,33.6,6375.0,18.93,0.2107,401
1859,33.6,6446.0,18.96,0.2129,401
1860,33.6,6324.0,18.97,0.2117,402
1861,33.6,6396.0,19.05,0.2124,399
1862,33.6,6316.0,18.96,0.2127,401
1863,33.6,6387.0,18.95,0.2131,400
1864,33.6,6406.0,18.95,0.2135,401
1865,33.6,6350.0,18.97,0.213,401
1866,33.6,6329.0,18.99,0.2132,399
1867,33.6,6372.0,19.03,0.2136,400
1868,33.6,6235.0,19.21,0.2167,398
1869,34.7,6727.0,19.65,0.2184,437
1870,34.7,6759.0,19.73,0.2191,438
1871,34.7,6685.0,19.68,0.2192,437
1872,34.6,6729.0,19.62,0.2192,438
1873,34.6,6736.0,19.71,0.2184,438
1874,34.6,6738.0,19.66,0.2199,437
1875,34.7,6767.0,19.65,0.2194,438
1876,34.6,6811.0,19.68,0.219,437
1877,34.6,6785.0,19.68,0.2185,438
1878,34.7,6718.0,19.75,0.2188,439
1879,34.6,6700.0,19.63,0.2187,437
1880,34.6,6717.0,19.58,0.2194,437
1881,34.6,6824.0,19.7,0.22,438
1882,34.7,6745.0,19.66,0.2186,438
1883,34.6,6701.0,19.59,0.2194,436
1884,34.6,6705.0,19.68,0.2192,438
1885,34.6,6693.0,19.61,0.2194,437
1886,34.6,6681.0,19.65,0.2194,438
1887,34.7,6744.0,19.63,0.2189,436
1888,34.6,6685.0,19.66,0.2192,437
1889,34.6,6792.0,19.65,0.2191,437
1890,34.7,6728.0,19.61,0.2185,436
1891,34.6,6815.0,19.72,0.2187,437
1892,34.6,6730.0,19.6,0.2184,438
1893,34.6,6727.0,19.62,0.2185,438
1894,34.6,6801.0,19.69,0.2186,437
1895,34.6,6821.0,19.66,0.2191,439
1896,34.6,6757.0,19.68,0.2189,439
1897,34.6,6714.0,19.59,0.2184,438
1898,34.6,6725.0,19.69,0.2189,438
1899,34.7,6791.0,19.79,0.2187,439
1900,34.7,6823.0,19.75,0.2186,438
1901,34.6,6697.0,19.65,0.2184,437
1902,34.7,6722.0,19.7,0.2176,438
1903,34.6,6725.0,19.61,0.2185,437
1904,34.6,6698.0,19.58,0.2179,438
1905,34.6,6718.0,19.63,0.2186,436
1906,34.6,6717.0,19.61,0.2183,438
1907,34.6,6830.0,19.58,0.2182,438
1908,34.6,6688.0,19.69,0.218,438
1909,34.6,6764.0,19.66,0.2182,439
1910,34.6,6747.0,19.65,0.2176,437
1911,34.6,6762.0,19.74,0.2184,437
1912,34.6,6728.0,19.61,0.2176,437
1913,34.7,6694.0,19.67,0.2181,438
1914,34.6,6691.0,19.66,0.2178,438
1915,34.7,6710.0,19.7,0.2185,438
1916,34.7,6744.0,19.59,0.217,438
1917,34.7,6669.0,19.62,0.2177,438
1918,34.6,6714.0,19.7,0.218,439
1919,34.7,6762.0,19.74,0.2176,437
1920,34.7,6657.0,19.53,0.218,438
1921,34.6,6743.0,19.77,0.2181,438
1922,34.6,6758.0,19.71,0.2176,438
1923,34.7,6690.0,19.69,0.218,437
1924,34.7,6726.0,19.67,0.2174,437
1925,34.7,6673.0,19.73,0.2181,439
1926,34.6,6740.0,19.77,0.2182,438
1927,34.6,6755.0,19.78,0.2178,439
1928,34.6,6709.0,19.67,0.2173,439
1929,34.6,6718.0,19.67,0.2168,438
1930,34.6,6775.0,19.77,0.217,436
1931,34.6,6772.0,19.8,0.2177,438
1932,34.6,6770.0,19.76,0.2172,438
1933,34.6,6741.0,19.79,0.218,437
1934,34.7,6834.0,19.74,0.2177,437
1935,34.7,6733.0,19.78,0.2166,438
1936,34.6,6769.0,19.85,0.2171,440
1937,34.6,6677.0,19.8,0.2164,437
1938,34.7,6705.0,19.75,0.2182,437
1939,34.6,6607.0,19.72,0.2165,437
1940,34.7,6661.0,19.74,0.2178,436
1941,34.7,6681.0,19.72,0.2175,437
1942,34.7,6690.0,19.66,0.2173,438
1943,34.7,6634.0,19.75,0.2175,437
1944,34.7,6700.0,19.66,0.2169,439
1945,34.6,6668.0,19.78,0.2166,437
1946,34.6,6794.0,19.78,0.218,439
1947,34.6,6705.0,19.8,0.2176,439
1948,34.6,6693.0,19.77,0.2176,437
1949,34.6,6643.0,19.9,0.2185,437
1950,34.6,6696.0,19.86,0.2188,436
1951,34.6,6773.0,19.91,0.2194,436
1952,34.6,6675.0,19.89,0.2182,435
1953,34.6,6669.0,19.89,0.218,437
1954,34.6,6642.0,19.81,0.2183,437
1955,34.6,6744.0,19.76,0.2173,437
1956,34.6,6715.0,19.97,0.2192,437
1957,34.6,6621.0,19.79,0.2185,437
1958,34.6,6675.0,19.68,0.2189,439
1959,34.6,6685.0,19.86,0.2183,437
1960,34.6,6705.0,19.84,0.2174,437
1961,34.7,6643.0,19.87,0.2188,436
1962,34.6,6639.0,19.86,0.2189,436
1963,34.6,6671.0,19.86,0.2181,437
1964,34.6,6706.0,19.88,0.2181,437
1965,34.6,6712.0,19.89,0.2181,438
1966,34.6,6632.0,19.85,0.2182,437
1967,34.6,6710.0,19.89,0.2183,436
1968,34.6,6615.0,19.78,0.2182,436
1969,34.7,6613.0,19.91,0.2185,438
1970,34.6,6651.0,19.89,0.2194,437
1971,34.6,6716.0,19.87,0.2181,437
1972,34.7,6739.0,20.07,0.2183,437
1973,34.6,6679.0,19.98,0.2182,438
1974,34.6,6644.0,19.92,0.2186,436
1975,34.6,6665.0,19.85,0.2181,437
1976,34.6,6657.0,19.81,0.2188,437
1977,34.7,6684.0,20.01,0.2183,436
1978,34.6,6624.0,19.96,0.2182,438
1979,34.6,6710.0,19.92,0.2185,437
1980,34.7,6679.0,19.97,0.2179,438
1981,34.6,6679.0,19.97,0.2178,436
1982,34.6,6614.0,19.9,0.2178,436
1983,34.7,6634.0,19.96,0.219,437
1984,34.6,6729.0,19.92,0.2176,439
1985,34.6,6668.0,19.96,0.2189,439
1986,34.6,6640.0,19.8,0.218,436
1987,30.6,5399.0,16.38,0.1889,304
1988,0.0,46.0,0.0,0.0348,0
1989,0.0,36.0,0.0,0.0356,0
1990,0.0,49.0,0.0,0.0358,0
1991,0.0,37.0,0.0,0.0357,0
1992,0.0,21.0,0.0,0.0356,0
1993,0.0,20.0,0.0,0.0355,0
1994,0.0,45.0,0.0,0.0354,0
1995,0.0,45.0,0.0,0.0353,0
1996,0.0,20.0,0.0,0.0351,0
1997,0.0,20.0,0.0,0.035,0
1998,0.0,21.0,0.0,0.0348,0
1999,0.0,20.0,0.0,0.0346,0
2000,0.0,42.0,0.0,0.0344,0
2001,0.0,20.0,0.0,0.0343,0
2002,0.0,40.0,0.0,0.034,0
2003,0.0,44.0,0.0,0.0338,0
2004,0.0,22.0,0.0,0.0337,0
2005,0.0,20.0,0.0,0.0334,0
2006,0.0,21.0,0.0,0.0331,0
2007,0.0,45.0,0.0,0.0328,0
2008,0.0,42.0,0.0,0.0325,0
2009,0.0,21.0,0.0,0.0324,0
2010,0.0,41.0,0.0,0.0323,0
2011,0.0,18.0,0.0,0.0323,0
2012,0.0,22.0,0.0,0.0322,0
2013,0.0,47.0,0.0,0.0322,0
2014,0.0,22.0,0.0,0.0321,0
2015,0.0,47.0,0.0,0.0321,0
2016,0.0,43.0,0.0,0.0321,0
2017,0.0,21.0,0.0,0.0321,0
2018,0.0,42.0,0.0,0.0321,0
2019,0.0,19.0,0.0,0.0321,0
2020,0.0,21.0,0.0,0.0321,0
2021,0.0,22.0,0.0,0.032,0
2022,0.0,46.0,0.0,0.032,0
2023,0.0,24.0,0.0,0.032,0
2024,0.0,22.0,0.0,0.032,0
2025,0.0,26.0,0.0,0.032,0
2026,0.0,22.0,0.0,0.032,0
2027,0.0,24.0,0.0,0.0319,0
2028,0.0,45.0,0.0,0.032,0
2029,0.0,21.0,0.0,0.0319,0
2030,0.0,21.0,0.0,0.0319,0
2031,0.0,21.0,0.0,0.0319,0
2032,0.0,46.0,0.0,0.0319,0
2033,0.0,44.0,0.0,0.0319,0
2034,0.0,47.0,0.0,0.0319,0
2035,0.0,45.0,0.0,0.0319,0
2036,0.0,19.0,0.0,0.0319,0
2037,0.0,23.0,0.0,0.0318,0
2038,0.0,22.0,0.0,0.0318,0
2039,0.0,20.0,0.0,0.0319,0
2040,0.0,46.0,0.0,0.0319,0
2041,0.0,44.0,0.0,0.0319,0
2042,0.0,45.0,0.0,0.0319,0
2043,0.0,46.0,0.0,0.0319,0
2044,0.0,20.0,0.0,0.0319,0
2045,0.0,46.0,0.0,0.0319,0
2046,0.0,20.0,0.0,0.0318,0
2047,0.0,47.0,0.0,0.0318,0
2048,0.0,34.0,0.0,0.0319,0
2049,0.0,24.0,0.0,0.0319,0
2050,0.0,34.0,0.0,0.0319,0
2051,0.0,22.0,0.0,0.032,0
2052,0.0,21.0,0.0,0.0319,0
2053,0.0,22.0,0.0,0.0318,0
2054,0.0,45.0,0.0,0.0319,0
2055,0.0,20.0,0.0,0.0318,0
2056,0.0,21.0,0.0,0.0319,0
2057,0.0,43.0,0.0,0.0318,0
2058,0.0,22.0,0.0,0.0318,0
2059,0.0,42.0,0.0,0.0319,0
2060,0.0,44.0,0.0,0.0319,0
2061,0.0,21.0,0.0,0.0318,0
2062,0.0,22.0,0.0,0.0318,0
2063,0.0,21.0,0.0,0.0319,0
2064,0.0,47.0,0.0,0.0318,0
2065,0.0,40.0,0.0,0.0318,0
2066,0.0,48.0,0.0,0.0319,0
2067,0.0,41.0,0.0,0.0318,0
2068,0.0,21.0,0.0,0.0319,0
2069,0.0,44.0,0.0,0.0319,0
2070,0.0,36.0,0.0,0.0318,0
2071,0.0,44.0,0.0,0.032,0
2072,0.0,21.0,0.0,0.0318,0
2073,0.0,20.0,0.0,0.0319,0
2074,0.0,24.0,0.0,0.0319,0
2075,0.0,45.0,0.0,0.0319,0
2076,0.0,42.0,0.0,0.0319,0
2077,0.0,21.0,0.0,0.0319,0
2078,0.0,42.0,0.0,0.032,0
2079,0.0,22.0,0.0,0.0319,0
2080,0.0,22.0,0.0,0.032,0
2081,0.0,46.0,0.0,0.0319,0
2082,0.0,21.0,0.0,0.0319,0
2083,0.0,23.0,0.0,0.0319,0
2084,0.0,22.0,0.0,0.032,0
2085,0.0,27.0,0.0,0.0319,0
2086,0.0,47.0,0.0,0.0319,0
2087,0.0,43.0,0.0,0.0319,0
2088,0.0,20.0,0.0,0.0319,0
2089,29.3,205.0,0.0,0.2241,179
2090,29.7,6086.0,13.58,0.1585,288
2091,29.7,6104.0,13.8,0.1594,285
2092,29.6,6053.0,13.76,0.1604,285
2093,29.7,6068.0,13.79,0.1604,285
2094,29.6,6014.0,13.81,0.1605,286
2095,29.6,6074.0,13.89,0.1604,284
2096,29.6,6047.0,13.79,0.1601,285
2097,29.6,6067.0,13.89,0.1597,284
2098,29.6,6033.0,13.84,0.1615,284
2099,29.7,6001.0,13.81,0.1606,285
2100,29.6,6059.0,13.82,0.1605,285
2101,29.7,6056.0,13.86,0.1602,285
2102,29.6,6068.0,13.76,0.1608,285
2103,29.7,5988.0,13.72,0.1607,285
2104,29.7,6096.0,13.77,0.1609,285
2105,29.7,6095.0,13.77,0.1603,285
2106,29.6,6018.0,13.76,0.161,285
2107,29.6,6034.0,13.79,0.1611,284
2108,29.6,6013.0,13.79,0.1608,284
2109,31.6,6433.0,15.61,0.1778,344
2110,31.6,6467.0,15.66,0.1774,343
2111,31.6,6429.0,15.63,0.1776,343
2112,31.6,6429.0,15.63,0.1779,343
2113,31.6,6462.0,15.67,0.177,342
2114,31.6,6490.0,15.69,0.1765,342
2115,31.6,6443.0,15.61,0.1776,342
2116,31.7,6491.0,15.67,0.1775,343
2117,31.6,6437.0,15.66,0.1778,343
2118,31.6,6510.0,15.59,0.1782,344
2119,31.7,6468.0,15.67,0.1787,342
2120,31.7,6494.0,15.68,0.1787,344
2121,32.7,6429.0,17.3,0.1942,372
2122,32.7,6471.0,17.16,0.1935,371
2123,32.6,6333.0,17.22,0.1946,372
2124,32.7,6405.0,17.3,0.1943,371
2125,32.6,6190.0,17.72,0.1991,368
2126,33.6,6583.0,18.55,0.2059,403
2127,33.6,6425.0,18.47,0.2062,403
2128,33.6,6565.0,18.61,0.2061,404
2129,33.7,6379.0,18.53,0.2059,402
2130,33.6,6459.0,18.69,0.2073,402
2131,33.7,6400.0,18.76,0.208,401
2132,33.6,6343.0,18.65,0.2073,403
2133,33.6,6284.0,18.69,0.208,401
2134,33.6,6328.0,18.79,0.2079,402
2135,33.7,6378.0,18.7,0.2084,400
2136,33.6,6337.0,18.82,0.2073,401
2137,33.6,6305.0,18.85,0.2079,401
2138,33.6,6332.0,18.9,0.2073,402
2139,33.6,6366.0,18.99,0.2077,402
2140,33.6,6428.0,18.94,0.207,401
2141,33.6,6299.0,18.89,0.2072,401
2142,33.6,6394.0,19.01,0.2083,401
2143,33.6,6405.0,19.02,0.2071,402
2144,33.6,6373.0,18.92,0.2078,402
2145,33.6,6358.0,18.96,0.2084,403
2146,33.6,6311.0,18.88,0.2072,403
2147,33.6,6399.0,18.92,0.2064,401
2148,33.6,6369.0,18.69,0.2072,402
2149,33.7,6322.0,18.69,0.2065,402
2150,33.6,6335.0,18.71,0.207,401
2151,33.6,6441.0,18.7,0.2059,402
2152,33.6,6427.0,18.67,0.2063,401
2153,33.6,6350.0,18.73,0.2064,403
2154,33.7,6339.0,18.73,0.2076,403
2155,33.6,6347.0,18.72,0.2071,403
2156,33.6,6359.0,18.7,0.2066,401
2157,33.6,6310.0,18.75,0.2072,401
2158,33.6,6278.0,18.7,0.2071,401
2159,33.6,6328.0,18.7,0.2069,402
2160,33.6,6364.0,18.76,0.2069,401
2161,33.7,6383.0,18.79,0.2071,401
2162,33.6,6290.0,18.66,0.2072,402
2163,33.6,6351.0,18.86,0.2062,402
2164,33.6,6325.0,18.85,0.2068,401
2165,33.7,6329.0,18.97,0.2067,403
2166,33.7,6362.0,18.88,0.2067,401
2167,33.6,6304.0,18.97,0.2073,400
2168,33.6,6283.0,18.94,0.2078,403
2169,33.6,6412.0,18.9,0.2073,401
2170,33.6,6353.0,18.84,0.2067,401
2171,33.6,6419.0,18.81,0.2075,402
2172,33.6,6329.0,18.73,0.2068,403
2173,33.7,6425.0,18.72,0.2075,401
2174,33.6,6360.0,18.64,0.2074,401
2175,33.7,6481.0,18.6,0.2073,402
2176,33.6,6370.0,18.58,0.2071,403
2177,33.7,6329.0,18.61,0.2075,402
2178,33.6,6385.0,18.6,0.2077,402
2179,33.6,6366.0,18.63,0.2073,402
2180,33.6,6329.0,18.61,0.2069,403
2181,33.6,6459.0,18.75,0.2077,401
2182,33.6,6429.0,18.68,0.2073,401
2183,33.7,6405.0,18.64,0.2075,403
2184,33.7,6356.0,18.61,0.2069,401
2185,33.6,6391.0,18.69,0.2073,403
2186,33.6,6432.0,18.7,0.2076,400
2187,33.7,6392.0,18.69,0.2078,402
2188,33.7,6362.0,18.63,0.2083,401
2189,33.7,6440.0,18.71,0.2071,402
2190,33.7,6363.0,18.68,0.208,400
2191,33.6,6425.0,18.66,0.2077,401
2192,33.6,6425.0,18.74,0.2081,402
2193,33.7,6447.0,18.72,0.2081,401
2194,33.6,6304.0,18.61,0.2071,401
2195,33.6,6371.0,18.72,0.207,403
2196,33.6,6323.0,18.53,0.2068,401
2197,33.6,6340.0,18.7,0.2082,401
2198,33.7,6374.0,18.62,0.2077,401
2199,33.7,6389.0,18.64,0.207,401
2200,33.6,6428.0,18.68,0.2077,401
2201,33.6,6388.0,18.62,0.2077,402
2202,33.6,6327.0,18.65,0.2076,402
2203,33.7,6360.0,18.57,0.2074,403
2204,33.6,6401.0,18.65,0.207,403
2205,33.6,6393.0,18.69,0.2077,401
2206,33.7,6458.0,18.66,0.2077,401
2207,33.6,6376.0,18.57,0.2071,403
2208,33.7,6304.0,18.62,0.2076,402
2209,33.6,6342.0,18.61,0.2072,401
2210,33.6,6338.0,18.49,0.2078,403
2211,33.6,6392.0,18.63,0.208,402
2212,33.7,6366.0,18.64,0.2075,402
2213,33.7,6381.0,18.61,0.2084,403
2214,33.6,6387.0,18.62,0.2084,402
2215,33.7,6350.0,18.62,0.2076,402
2216,33.6,6387.0,18.65,0.2085,401
2217,33.6,6467.0,18.69,0.2078,402
2218,33.6,6350.0,18.68,0.2081,401
2219,33.6,6457.0,18.66,0.2082,403
2220,33.6,6414.0,18.66,0.2086,402
2221,33.6,6455.0,18.62,0.2072,402
2222,33.6,6446.0,18.72,0.2082,401
2223,33.6,6419.0,18.71,0.208,400
2224,33.6,6351.0,18.74,0.2081,402
2225,33.6,6399.0,18.65,0.2083,401
2226,33.6,6474.0,18.57,0.2079,402
2227,33.6,6370.0,18.72,0.2086,401
2228,33.6,6403.0,18.65,0.2082,402
2229,33.6,6360.0,18.6,0.2078,401
2230,33.6,6440.0,18.65,0.2074,401
2231,33.6,6363.0,18.66,0.2078,402
2232,33.6,6313.0,18.6,0.2082,402
2233,33.6,6371.0,18.66,0.2081,401
2234,33.7,6390.0,18.64,0.2079,403
2235,33.6,6348.0,18.59,0.2081,400
2236,33.7,6420.0,18.62,0.207,403
2237,33.7,6382.0,18.62,0.208,403
2238,33.6,6434.0,18.63,0.2079,402
2239,33.7,6408.0,18.64,0.2077,402
2240,33.7,6394.0,18.74,0.2086,402
2241,33.6,6399.0,18.6,0.2083,400
2242,33.6,6393.0,18.61,0.208,401
2243,33.6,6374.0,18.61,0.208,401
2244,33.6,6321.0,18.65,0.2085,402
2245,33.6,6503.0,18.63,0.2075,401
2246,33.6,6493.0,18.68,0.2086,402
2247,33.6,6342.0,18.67,0.2081,401
2248,33.6,6378.0,18.65,0.2082,402
2249,33.6,6392.0,18.63,0.208,401
2250,33.6,6387.0,18.58,0.2085,402
2251,33.6,6354.0,18.65,0.2079,402
2252,33.6,6426.0,18.59,0.2084,400
2253,33.6,6406.0,18.65,0.2078,402
2254,33.6,6363.0,18.63,0.2079,402
2255,33.6,6392.0,18.59,0.2079,401
2256,33.6,6387.0,18.64,0.2082,401
2257,33.6,6422.0,18.66,0.2081,402
2258,33.6,6365.0,18.62,0.2074,402
2259,33.6,6413.0,18.58,0.2075,401
2260,33.6,6418.0,18.69,0.2085,401
2261,33.6,6388.0,18.57,0.2074,401
2262,33.6,6412.0,18.59,0.2084,402
2263,33.6,6333.0,18.53,0.208,402
2264,33.6,6446.0,18.62,0.2079,402
2265,33.6,6450.0,18.66,0.2087,402
2266,33.6,6397.0,18.64,0.2082,402
2267,33.6,6400.0,18.54,0.2088,403
2268,33.6,6480.0,18.64,0.2079,403
2269,33.6,6405.0,18.55,0.208,402
2270,33.6,6491.0,18.66,0.2083,402
2271,33.7,6412.0,18.6,0.2084,401
2272,33.6,6453.0,18.63,0.2084,403
2273,33.6,6329.0,18.65,0.2078,402
2274,33.6,6404.0,18.62,0.2083,403
2275,33.6,6367.0,18.6,0.2088,403
2276,33.6,6376.0,18.61,0.2082,401
2277,33.6,6375.0,18.61,0.2076,401
2278,33.6,6344.0,18.62,0.2081,402
2279,33.6,6415.0,18.68,0.2085,402
2280,33.6,6433.0,18.56,0.2089,403
2281,33.6,6519.0,18.23,0.2036,403
2282,16.4,23.0,0.0,0.0934,48
2283,0.0,28.0,0.0,0.0343,0
2284,0.0,47.0,0.0,0.0351,0
2285,0.0,43.0,0.0,0.0354,0
2286,0.0,22.0,0.0,0.0358,0
2287,0.0,21.0,0.0,0.0361,0
2288,0.0,24.0,0.0,0.0362,0
2289,0.0,21.0,0.0,0.0363,0
2290,0.0,24.0,0.0,0.0362,0
2291,0.0,23.0,0.0,0.0361,0
2292,0.0,24.0,0.0,0.036,0
2293,0.0,23.0,0.0,0.0359,0
2294,0.0,22.0,0.0,0.0358,0
2295,0.0,21.0,0.0,0.0357,0
2296,0.0,21.0,0.0,0.0356,0
2297,0.0,21.0,0.0,0.0354,0
2298,0.0,20.0,0.0,0.0353,0
2299,0.0,50.0,0.0,0.0351,0
2300,0.0,44.0,0.0,0.0349,0
2301,0.0,22.0,0.0,0.0347,0
2302,0.0,43.0,0.0,0.0346,0
2303,0.0,22.0,0.0,0.0351,0
2304,0.0,21.0,0.0,0.0353,0
2305,0.0,34.0,0.0,0.0354,0
2306,0.0,47.0,0.0,0.0355,0
