,1号单泵频率,1号单泵瞬时流量,1号单泵扬程,1号泵口表显压力,1号单泵功率
0,0.0,44.0,0.0,0.0349,0
1,0.0,23.0,0.0,0.035,0
2,0.0,43.0,0.0,0.035,0
3,0.0,23.0,0.0,0.035,0
4,0.0,21.0,0.0,0.035,0
5,0.0,50.0,0.0,0.0349,0
6,0.0,20.0,0.0,0.0349,0
7,0.0,53.0,0.0,0.0349,0
8,0.0,43.0,0.0,0.035,0
9,0.0,21.0,0.0,0.0349,0
10,0.0,21.0,0.0,0.0348,0
11,0.0,39.0,0.0,0.0348,0
12,0.0,48.0,0.0,0.0348,0
13,0.0,24.0,0.0,0.0347,0
14,0.0,47.0,0.0,0.0347,0
15,0.0,23.0,0.0,0.0347,0
16,0.0,21.0,0.0,0.0348,0
17,0.0,44.0,0.0,0.0348,0
18,0.0,49.0,0.0,0.0348,0
19,0.0,45.0,0.0,0.0347,0
20,0.0,23.0,0.0,0.0346,0
21,0.0,21.0,0.0,0.0346,0
22,0.0,22.0,0.0,0.0346,0
23,0.0,23.0,0.0,0.0346,0
24,0.0,49.0,0.0,0.0346,0
25,0.0,45.0,0.0,0.0346,0
26,0.0,23.0,0.0,0.0345,0
27,0.0,21.0,0.0,0.0344,0
28,0.0,21.0,0.0,0.0344,0
29,0.0,49.0,0.0,0.0344,0
30,0.0,27.0,0.0,0.0344,0
31,0.0,48.0,0.0,0.0344,0
32,0.0,26.0,0.0,0.0343,0
33,0.0,20.0,0.0,0.0342,0
34,0.0,27.0,0.0,0.0341,0
35,0.0,50.0,0.0,0.0341,0
36,0.0,45.0,0.0,0.0341,0
37,0.0,19.0,0.0,0.0341,0
38,0.0,46.0,0.0,0.034,0
39,0.0,21.0,0.0,0.034,0
40,0.0,49.0,0.0,0.0339,0
41,0.0,28.0,0.0,0.0338,0
42,0.0,50.0,0.0,0.0338,0
43,0.0,26.0,0.0,0.0338,0
44,0.0,22.0,0.0,0.0338,0
45,0.0,21.0,0.0,0.0337,0
46,0.0,49.0,0.0,0.0336,0
47,0.0,19.0,0.0,0.0336,0
48,0.0,49.0,0.0,0.0335,0
49,0.0,21.0,0.0,0.0335,0
50,0.0,22.0,0.0,0.0335,0
51,0.0,21.0,0.0,0.0333,0
52,0.0,50.0,0.0,0.0334,0
53,0.0,46.0,0.0,0.0333,0
54,0.0,51.0,0.0,0.0332,0
55,0.0,21.0,0.0,0.0332,0
56,0.0,21.0,0.0,0.0332,0
57,0.0,47.0,0.0,0.0331,0
58,0.0,21.0,0.0,0.0331,0
59,0.0,49.0,0.0,0.033,0
60,0.0,21.0,0.0,0.033,0
61,0.0,49.0,0.0,0.033,0
62,0.0,45.0,0.0,0.0328,0
63,0.0,49.0,0.0,0.0329,0
64,0.0,21.0,0.0,0.0328,0
65,0.0,22.0,0.0,0.0328,0
66,0.0,46.0,0.0,0.0327,0
67,0.0,21.0,0.0,0.0327,0
68,0.0,48.0,0.0,0.0325,0
69,0.0,40.0,0.0,0.0324,0
70,0.0,45.0,0.0,0.0324,0
71,0.0,23.0,0.0,0.0323,0
72,0.0,44.0,0.0,0.0324,0
73,29.6,5694.0,14.28,0.1673,282
74,29.6,5780.0,14.16,0.166,282
75,30.1,5885.0,14.58,0.1689,296
76,30.1,5891.0,14.6,0.169,295
77,30.1,5787.0,14.73,0.1695,294
78,30.1,5822.0,14.76,0.1697,295
79,30.1,5773.0,14.74,0.1691,295
80,30.1,5785.0,14.68,0.1697,294
81,30.1,5846.0,14.76,0.169,294
82,30.1,5797.0,14.88,0.1683,295
83,30.1,5732.0,14.9,0.1703,293
84,30.1,5727.0,14.87,0.1696,293
85,30.1,5651.0,14.86,0.1691,293
86,30.1,5641.0,14.89,0.1691,293
87,30.1,5737.0,14.89,0.1686,293
88,30.1,5652.0,14.87,0.1687,291
89,30.1,5703.0,14.93,0.1687,292
90,30.1,5681.0,14.96,0.1685,293
91,30.1,5736.0,14.95,0.1677,293
92,30.1,5713.0,15.0,0.1678,292
93,30.6,6078.0,15.04,0.1684,310
94,30.6,5888.0,15.33,0.1705,308
95,30.6,5830.0,15.4,0.1711,308
96,30.6,5862.0,15.39,0.1709,306
97,30.6,5833.0,15.35,0.1706,307
98,30.6,5807.0,15.39,0.1715,308
99,30.6,5847.0,15.27,0.1707,307
100,30.6,5205.0,16.41,0.1828,298
101,32.6,6163.0,17.5,0.1921,368
102,33.6,6645.0,18.01,0.1946,404
103,33.6,6736.0,17.89,0.1962,406
104,33.6,6721.0,17.79,0.1966,404
105,33.6,6699.0,17.71,0.1965,404
106,33.6,6748.0,17.88,0.1977,404
107,33.6,6677.0,17.76,0.197,404
108,32.6,6314.0,17.14,0.1937,367
109,32.6,6286.0,17.04,0.1945,368
110,32.6,6296.0,17.29,0.1934,368
111,32.6,6279.0,17.11,0.1929,368
112,32.6,6265.0,17.02,0.194,368
113,32.6,6266.0,17.13,0.1934,368
114,32.6,6206.0,17.28,0.1932,367
115,32.6,6264.0,17.08,0.1927,368
116,32.6,6246.0,17.02,0.1914,367
117,32.6,6238.0,17.26,0.1927,368
118,32.6,6228.0,17.24,0.1922,369
119,32.6,6260.0,17.29,0.1927,367
120,32.6,6248.0,17.38,0.1929,368
121,32.6,6167.0,17.29,0.1921,368
122,32.6,6174.0,17.13,0.192,367
123,32.6,6211.0,17.37,0.1918,368
124,32.6,6256.0,17.23,0.1924,368
125,32.6,6291.0,17.38,0.1933,367
126,32.6,6229.0,17.36,0.1924,367
127,32.6,6212.0,17.29,0.1933,368
128,32.6,6283.0,17.35,0.1925,367
129,32.6,6281.0,17.38,0.1931,369
130,32.6,6231.0,17.26,0.1925,369
131,32.6,6235.0,17.34,0.1926,368
132,32.6,6208.0,17.26,0.1929,368
133,32.6,6253.0,17.31,0.1935,368
134,32.6,6267.0,17.35,0.1931,368
135,32.6,6240.0,17.29,0.1937,369
136,32.6,6267.0,17.35,0.1929,368
137,32.6,6159.0,17.25,0.1933,368
138,32.6,6290.0,17.29,0.1931,368
139,32.6,6233.0,17.21,0.1929,368
140,32.6,6168.0,16.92,0.1937,368
141,32.6,6219.0,17.16,0.1934,368
142,32.6,6292.0,17.22,0.193,369
143,32.6,6288.0,17.23,0.1931,368
144,32.6,6219.0,17.22,0.1928,369
145,32.6,6307.0,17.28,0.1928,368
146,32.6,6209.0,17.29,0.1932,367
147,32.6,6206.0,16.98,0.1924,368
148,32.6,6254.0,17.29,0.1926,368
149,32.6,6237.0,17.23,0.1928,368
150,32.6,6222.0,17.33,0.1941,369
151,32.6,6192.0,17.32,0.1928,369
152,32.6,6187.0,17.26,0.1918,367
153,32.6,6231.0,17.17,0.192,368
154,32.6,6278.0,17.32,0.193,368
155,32.6,6203.0,16.95,0.1923,368
156,32.6,6253.0,17.33,0.1927,369
157,32.6,6153.0,17.24,0.192,368
158,32.6,6157.0,17.28,0.1927,368
159,32.6,6273.0,17.39,0.1931,369
160,32.6,6167.0,17.3,0.1924,367
161,32.6,6185.0,17.28,0.1922,368
162,32.6,6301.0,17.32,0.1919,368
163,32.6,6297.0,17.34,0.192,369
164,32.6,6213.0,17.23,0.1925,368
165,32.6,6296.0,17.25,0.1916,368
166,32.6,6210.0,17.29,0.1925,367
167,32.6,6281.0,17.42,0.1917,368
168,32.6,6223.0,17.25,0.1919,368
169,32.6,6210.0,17.31,0.1918,368
170,32.6,6243.0,17.32,0.1913,368
171,32.6,6179.0,17.3,0.1921,367
172,32.6,6281.0,17.34,0.1916,368
173,32.6,6205.0,17.35,0.1926,367
174,32.6,6185.0,17.29,0.1922,368
175,32.6,6205.0,17.28,0.1924,367
176,32.6,6176.0,17.26,0.1925,368
177,32.6,6264.0,17.31,0.1919,370
178,32.6,6292.0,17.39,0.1922,367
179,32.6,6229.0,17.25,0.1917,369
180,32.6,6179.0,17.19,0.191,368
181,32.6,6207.0,17.3,0.1919,368
182,32.6,6224.0,17.27,0.1918,367
183,32.6,6262.0,17.32,0.1929,368
184,32.6,6209.0,17.24,0.1924,368
185,32.6,6315.0,17.31,0.1923,368
186,32.6,6204.0,17.22,0.1919,368
187,32.6,6227.0,17.18,0.1922,367
188,32.6,6287.0,17.32,0.1923,368
189,32.6,6242.0,17.22,0.1922,369
190,32.6,6184.0,17.18,0.1921,368
191,32.6,6251.0,17.28,0.1923,368
192,32.6,6244.0,17.19,0.1918,367
193,32.6,6225.0,17.35,0.1925,368
194,32.6,6225.0,17.21,0.1925,368
195,32.6,6248.0,17.25,0.1925,368
196,32.6,6127.0,17.12,0.1921,368
197,32.6,6245.0,17.13,0.1925,367
198,32.6,6198.0,17.27,0.193,367
199,32.6,6192.0,17.21,0.1926,366
200,32.6,6247.0,17.22,0.194,368
201,32.6,6285.0,17.24,0.1924,368
202,32.6,6190.0,17.15,0.1922,367
203,32.6,6250.0,17.04,0.1927,367
204,32.6,6185.0,17.04,0.193,367
205,32.6,6296.0,17.03,0.1922,368
206,32.6,6179.0,16.99,0.1929,368
207,32.6,6195.0,17.15,0.1924,368
208,31.6,5274.0,17.15,0.1975,326
209,32.6,5670.0,18.05,0.2038,358
210,32.6,5557.0,18.14,0.2051,358
211,32.6,5568.0,18.23,0.2061,357
212,33.6,6001.0,19.22,0.2122,392
213,32.6,5335.0,18.7,0.2091,351
214,32.6,5248.0,18.78,0.2092,351
215,32.6,5272.0,18.54,0.209,351
216,32.6,5211.0,18.66,0.21,352
217,32.6,5246.0,18.68,0.2094,351
218,32.6,5314.0,18.82,0.2087,352
219,32.6,5268.0,18.44,0.2103,352
220,32.6,5342.0,18.67,0.2092,351
221,32.6,5223.0,18.69,0.2086,350
222,32.6,5305.0,18.73,0.2085,352
223,32.6,5237.0,18.69,0.2084,352
224,32.6,5278.0,18.72,0.2082,351
225,32.6,5279.0,18.74,0.2096,352
226,32.6,5249.0,18.74,0.2096,351
227,32.6,5301.0,18.7,0.2094,352
228,32.6,5277.0,18.69,0.2101,351
229,32.6,5276.0,18.71,0.2091,351
230,32.6,5338.0,18.78,0.2094,353
231,32.6,5254.0,18.64,0.2102,352
232,32.6,5330.0,18.67,0.2093,351
233,32.6,5255.0,18.72,0.2109,351
234,32.6,5328.0,18.71,0.2111,352
235,32.6,5241.0,18.71,0.2097,352
236,32.6,5236.0,18.72,0.2096,352
237,32.6,5330.0,18.52,0.2098,353
238,32.6,5312.0,18.64,0.2103,352
239,32.6,5232.0,18.62,0.2104,353
240,32.6,5306.0,18.69,0.2093,353
241,32.6,5317.0,18.82,0.209,352
242,32.6,5319.0,18.7,0.2091,351
243,32.6,5219.0,18.69,0.2086,352
244,32.6,5321.0,18.64,0.2093,351
245,32.6,5284.0,18.68,0.209,353
246,32.6,5251.0,18.61,0.2085,352
247,32.6,5328.0,18.54,0.2086,351
248,32.6,5292.0,18.66,0.2087,353
249,32.6,5229.0,18.59,0.2084,354
250,32.6,5197.0,18.58,0.2079,351
251,32.6,5194.0,18.46,0.2088,351
252,32.6,5235.0,18.74,0.2086,353
253,32.6,5234.0,18.57,0.2085,350
254,32.6,5297.0,18.65,0.2087,351
255,32.6,5250.0,18.58,0.2086,350
256,32.6,5222.0,18.68,0.2081,351
257,32.6,5239.0,18.49,0.2079,351
258,32.6,5234.0,18.73,0.2086,351
259,32.6,5316.0,18.77,0.2086,353
260,32.6,5266.0,18.83,0.208,351
261,32.6,5297.0,18.8,0.2078,351
262,32.6,5209.0,18.79,0.2086,352
263,32.6,5193.0,18.89,0.2082,351
264,32.6,5205.0,18.74,0.2074,352
265,32.6,5179.0,18.68,0.2084,351
266,32.6,5219.0,18.72,0.2078,352
267,32.6,5219.0,18.78,0.2078,352
268,32.6,5164.0,18.8,0.207,352
269,32.6,5294.0,18.77,0.2072,351
270,32.6,5199.0,18.73,0.2074,350
271,32.6,5235.0,18.8,0.2072,350
272,32.6,5171.0,18.78,0.2072,349
273,32.6,5274.0,18.87,0.2072,351
274,32.6,5274.0,18.87,0.2072,351
275,32.6,5217.0,18.7,0.2073,352
276,32.6,5229.0,18.9,0.2082,352
277,28.6,5113.0,13.92,0.1607,250
278,29.6,3020.0,17.17,0.1985,231
279,0.0,46.0,0.0,0.0305,0
280,0.0,51.0,0.0,0.0304,0
281,0.0,21.0,0.0,0.0304,0
282,0.0,21.0,0.0,0.0304,0
283,0.0,46.0,0.0,0.0304,0
284,0.0,24.0,0.0,0.0302,0
285,0.0,49.0,0.0,0.03,0
286,0.0,29.0,0.0,0.03,0
287,0.0,45.0,0.0,0.0299,0
288,0.0,27.0,0.0,0.0299,0
289,0.0,45.0,0.0,0.0299,0
290,0.0,24.0,0.0,0.0298,0
291,0.0,47.0,0.0,0.0299,0
292,0.0,22.0,0.0,0.0298,0
293,0.0,18.0,0.0,0.0299,0
294,0.0,31.0,0.0,0.03,0
295,0.0,21.0,0.0,0.03,0
296,0.0,31.0,0.0,0.0301,0
297,0.0,21.0,0.0,0.0301,0
298,0.0,46.0,0.0,0.0302,0
299,0.0,19.0,0.0,0.0302,0
300,0.0,46.0,0.0,0.0302,0
301,0.0,18.0,0.0,0.0302,0
302,0.0,22.0,0.0,0.0303,0
303,0.0,49.0,0.0,0.0304,0
304,0.0,22.0,0.0,0.0303,0
305,0.0,49.0,0.0,0.0303,0
306,0.0,22.0,0.0,0.0304,0
307,0.0,21.0,0.0,0.0304,0
308,0.0,22.0,0.0,0.0304,0
309,0.0,21.0,0.0,0.0304,0
310,0.0,49.0,0.0,0.0305,0
311,0.0,38.0,0.0,0.0306,0
312,0.0,16.0,0.0,0.0306,0
313,0.0,23.0,0.0,0.0306,0
314,0.0,47.0,0.0,0.0305,0
315,0.0,48.0,0.0,0.0305,0
316,0.0,46.0,0.0,0.0306,0
317,0.0,23.0,0.0,0.0305,0
318,0.0,19.0,0.0,0.0305,0
319,0.0,49.0,0.0,0.0305,0
320,0.0,20.0,0.0,0.0304,0
321,0.0,51.0,0.0,0.0305,0
322,0.0,40.0,0.0,0.0305,0
323,0.0,44.0,0.0,0.0305,0
324,0.0,45.0,0.0,0.0304,0
325,0.0,22.0,0.0,0.0304,0
326,0.0,20.0,0.0,0.0304,0
327,0.0,20.0,0.0,0.0303,0
328,0.0,21.0,0.0,0.0303,0
329,0.0,21.0,0.0,0.0303,0
330,0.0,21.0,0.0,0.0304,0
331,0.0,42.0,0.0,0.0303,0
332,0.0,46.0,0.0,0.0303,0
333,0.0,37.0,0.0,0.0303,0
334,0.0,21.0,0.0,0.0303,0
335,0.0,23.0,0.0,0.0303,0
336,0.0,49.0,0.0,0.0302,0
337,0.0,21.0,0.0,0.0303,0
338,0.0,50.0,0.0,0.0303,0
339,0.0,43.0,0.0,0.0303,0
340,0.0,22.0,0.0,0.0303,0
341,0.0,43.0,0.0,0.0303,0
342,0.0,20.0,0.0,0.0303,0
343,0.0,20.0,0.0,0.0302,0
344,0.0,49.0,0.0,0.0302,0
345,0.0,21.0,0.0,0.0303,0
346,0.0,50.0,0.0,0.0303,0
347,0.0,43.0,0.0,0.0302,0
348,0.0,30.0,0.0,0.0302,0
349,0.0,20.0,0.0,0.0302,0
350,0.0,31.0,0.0,0.0303,0
351,29.6,5727.0,14.44,0.1629,282
352,29.6,5831.0,14.32,0.161,282
353,29.6,5894.0,14.36,0.1619,283
354,29.6,5855.0,14.35,0.1624,283
355,29.6,5852.0,14.37,0.1629,282
356,29.6,5951.0,14.1,0.1613,283
357,32.6,6460.0,17.36,0.1905,371
358,32.6,6405.0,17.58,0.1932,370
359,32.6,6383.0,17.65,0.1937,369
360,32.6,6377.0,17.62,0.1942,369
361,32.6,6391.0,17.67,0.1951,368
362,32.6,6346.0,17.6,0.1958,370
363,32.6,6390.0,17.76,0.1955,369
364,32.6,6348.0,17.68,0.1953,369
365,32.6,6256.0,17.59,0.1949,369
366,33.6,6714.0,18.17,0.1998,405
367,33.6,6735.0,18.24,0.2,405
368,33.6,6723.0,18.3,0.2005,405
369,33.6,6702.0,18.35,0.2011,405
370,33.6,6769.0,18.14,0.2003,405
371,33.6,6726.0,18.32,0.2001,404
372,33.6,6700.0,18.3,0.2,405
373,33.6,6655.0,18.21,0.1999,404
374,33.6,6704.0,18.31,0.2,405
375,33.6,6745.0,18.29,0.2001,405
376,33.6,6698.0,18.25,0.2001,406
377,33.6,6694.0,18.23,0.1999,404
378,33.6,6762.0,18.22,0.2008,404
379,33.6,6759.0,18.33,0.1987,405
380,33.6,6753.0,18.33,0.2005,404
381,33.6,6716.0,18.22,0.2001,405
382,33.6,6788.0,18.26,0.1999,403
383,33.6,6748.0,18.3,0.201,404
384,33.6,6720.0,18.24,0.2004,405
385,33.6,6707.0,18.2,0.2015,403
386,33.6,6692.0,18.28,0.2003,405
387,33.6,6714.0,18.13,0.2003,403
388,33.6,6765.0,18.17,0.2004,404
389,33.6,6797.0,18.29,0.2003,403
390,33.6,6740.0,18.27,0.1997,405
391,33.6,6705.0,18.18,0.2009,404
392,33.6,6754.0,18.24,0.2003,405
393,33.6,6706.0,18.26,0.2001,404
394,33.6,6760.0,18.1,0.2002,406
395,33.6,6679.0,18.18,0.1996,404
396,33.6,6800.0,18.18,0.2007,405
397,33.6,6761.0,17.96,0.2,405
398,33.6,6786.0,17.98,0.2007,404
399,35.6,7139.0,20.07,0.2194,481
400,34.6,6759.0,19.73,0.2158,438
401,34.6,6600.0,19.65,0.2176,436
402,34.6,6605.0,19.99,0.2182,436
403,34.6,6561.0,19.84,0.2185,435
404,34.6,6609.0,19.99,0.2156,435
405,34.6,6586.0,19.93,0.2182,436
406,34.6,6597.0,19.84,0.2175,435
407,34.6,6614.0,19.76,0.2179,436
408,34.6,6662.0,20.08,0.218,435
409,34.6,6642.0,19.81,0.218,437
410,34.6,6526.0,19.79,0.2176,434
411,34.6,6650.0,19.71,0.2181,436
412,34.6,6582.0,19.8,0.2176,435
413,34.6,6662.0,19.99,0.2179,437
414,34.6,6593.0,19.86,0.2181,434
415,34.6,6647.0,19.94,0.2173,437
416,34.6,6585.0,20.03,0.2171,435
417,34.6,6694.0,19.79,0.2176,436
418,34.6,6667.0,19.98,0.2176,436
419,34.6,6551.0,19.77,0.2182,434
420,34.6,6577.0,19.83,0.2169,436
421,35.1,6818.0,19.98,0.2193,454
422,35.1,6831.0,19.97,0.2187,457
423,35.1,6813.0,20.22,0.2177,456
424,35.1,6776.0,19.93,0.2185,455
425,35.1,6853.0,20.15,0.2191,456
426,35.1,6802.0,20.01,0.2186,455
427,35.1,6796.0,19.99,0.2189,455
428,35.1,6793.0,19.98,0.2194,454
429,35.1,6826.0,20.01,0.2181,455
430,35.1,6749.0,19.96,0.2183,455
431,35.1,6803.0,19.99,0.2188,456
432,35.1,6850.0,19.97,0.2188,456
433,35.1,6857.0,19.94,0.2183,456
434,35.1,6936.0,20.02,0.2183,455
435,35.1,6818.0,19.96,0.2179,456
436,35.1,6861.0,19.98,0.2183,455
437,35.1,6833.0,20.04,0.2183,456
438,35.1,6845.0,19.96,0.2182,455
439,35.1,6809.0,20.03,0.2188,455
440,35.1,6914.0,20.05,0.2178,456
441,35.1,6824.0,20.15,0.218,457
442,35.1,6778.0,20.02,0.2183,458
443,35.1,6865.0,20.08,0.2188,455
444,35.1,6776.0,19.96,0.2174,455
445,35.1,6792.0,20.01,0.2181,456
446,35.1,6773.0,19.96,0.2175,455
447,35.1,6797.0,20.03,0.2172,455
448,35.1,6884.0,20.1,0.2183,457
449,35.1,6856.0,19.98,0.2194,454
450,35.1,6814.0,20.03,0.2192,456
451,35.1,6794.0,20.07,0.2182,454
452,35.1,6896.0,20.03,0.2169,457
453,35.1,6864.0,20.0,0.2188,455
454,35.1,6757.0,20.01,0.2187,455
455,35.1,6756.0,20.02,0.2184,455
456,35.1,6837.0,19.98,0.2181,455
457,35.1,6888.0,19.94,0.218,456
458,35.1,6865.0,19.99,0.2186,456
459,35.1,6802.0,20.02,0.2178,456
460,35.1,6844.0,19.91,0.2185,456
461,35.1,6805.0,20.06,0.2178,456
462,35.1,6872.0,19.96,0.2169,455
463,35.1,6833.0,19.95,0.2173,454
464,35.1,6836.0,19.97,0.2168,456
465,35.1,6782.0,19.99,0.218,456
466,35.1,6884.0,19.92,0.2177,456
467,35.1,6802.0,19.97,0.2182,457
468,35.1,6908.0,20.1,0.2184,457
469,35.1,6793.0,19.92,0.2185,456
470,35.1,6855.0,19.88,0.2169,453
471,35.1,6802.0,20.04,0.219,454
472,35.1,6799.0,20.0,0.2186,457
473,35.1,6864.0,19.97,0.2177,457
474,35.1,6946.0,19.98,0.219,454
475,35.1,6832.0,19.98,0.217,457
476,35.1,6843.0,19.99,0.2174,456
477,35.1,6830.0,20.03,0.2184,455
478,35.1,6828.0,20.03,0.2187,454
479,35.1,6836.0,19.89,0.218,457
480,35.1,6841.0,20.01,0.2179,456
481,35.1,6897.0,19.96,0.2179,455
482,35.1,6880.0,20.04,0.2186,455
483,35.1,6925.0,19.96,0.2186,455
484,35.1,6837.0,20.08,0.2178,455
485,35.1,6951.0,20.06,0.2184,457
486,35.1,6857.0,20.02,0.2175,456
487,35.1,6812.0,19.99,0.219,457
488,35.1,6811.0,19.94,0.2189,455
489,35.1,6850.0,19.97,0.2183,456
490,35.1,6872.0,20.05,0.2179,457
491,35.1,6820.0,19.89,0.2183,454
492,35.1,6846.0,20.06,0.2183,454
493,35.1,6968.0,20.07,0.218,455
494,35.1,6797.0,20.21,0.2191,457
495,32.6,6343.0,17.51,0.1957,368
496,32.6,6300.0,17.29,0.1943,368
497,32.6,6435.0,17.22,0.1942,369
498,32.6,6444.0,17.35,0.1934,370
499,32.6,6374.0,17.37,0.1938,369
500,32.6,6418.0,17.32,0.1937,371
501,32.6,6445.0,17.34,0.1945,368
502,32.6,6380.0,17.41,0.1927,370
503,32.6,6438.0,17.41,0.1925,370
504,32.6,6384.0,17.27,0.1929,369
505,32.6,6388.0,17.25,0.1923,370
506,32.6,6363.0,17.36,0.1925,369
507,32.6,6446.0,17.39,0.1916,369
508,32.6,6337.0,17.24,0.1925,370
509,32.6,6359.0,17.35,0.1931,370
510,32.6,6394.0,17.21,0.1929,369
511,32.6,6431.0,17.27,0.1919,370
512,32.6,6415.0,17.27,0.1927,371
513,32.6,6426.0,17.46,0.1933,370
514,32.6,6410.0,17.27,0.1927,370
515,32.6,6413.0,17.41,0.1921,370
516,32.6,6447.0,17.44,0.1937,369
517,32.6,6348.0,17.31,0.1941,370
518,32.6,6536.0,17.43,0.1938,371
519,32.6,6480.0,17.44,0.193,371
520,32.6,6465.0,17.45,0.1936,369
521,32.6,6430.0,17.47,0.1929,371
522,32.6,6376.0,17.4,0.1938,371
523,32.6,6458.0,17.47,0.1927,370
524,32.6,6407.0,17.51,0.1934,369
525,32.6,6311.0,17.46,0.1927,369
526,32.6,6448.0,17.47,0.1927,369
527,32.6,6455.0,17.46,0.1936,371
528,32.6,6424.0,17.54,0.1908,370
529,32.6,6343.0,17.51,0.1919,370
530,32.6,6407.0,17.46,0.1913,370
531,32.6,6351.0,17.45,0.1918,370
532,32.6,6451.0,17.49,0.1925,369
533,32.6,6416.0,17.6,0.1922,369
534,32.6,6380.0,17.5,0.1925,370
535,32.6,6406.0,17.43,0.1926,370
536,32.6,6451.0,17.42,0.1917,370
537,32.6,6404.0,17.3,0.1929,370
538,32.6,6331.0,17.21,0.1924,370
539,32.6,6447.0,17.43,0.1929,370
540,32.6,6417.0,17.4,0.1924,370
541,32.6,6397.0,17.44,0.1923,371
542,32.6,6329.0,17.3,0.1927,369
543,32.6,6355.0,17.51,0.1922,370
544,32.6,6491.0,17.43,0.1932,370
545,32.6,6452.0,17.48,0.1935,370
546,32.6,6384.0,17.52,0.1927,370
547,32.6,6359.0,17.42,0.1929,371
548,32.6,6470.0,17.48,0.1932,371
549,32.6,6447.0,17.42,0.1925,371
550,32.6,6399.0,17.43,0.1922,371
551,32.6,6445.0,17.52,0.1931,371
552,32.6,6415.0,17.4,0.1929,368
553,32.6,6469.0,17.59,0.1933,370
554,32.6,6426.0,17.45,0.1935,370
555,32.6,6425.0,17.34,0.1929,370
556,32.6,6440.0,17.49,0.1923,370
557,32.6,6404.0,17.45,0.193,369
558,32.6,6369.0,17.34,0.194,371
559,32.6,6384.0,17.46,0.1938,370
560,32.6,6494.0,17.4,0.1938,370
561,32.6,6381.0,17.37,0.1936,371
562,32.6,6408.0,17.5,0.1929,371
563,32.6,6452.0,17.49,0.193,371
564,32.6,6393.0,17.23,0.1934,371
565,32.6,6406.0,17.47,0.193,371
566,32.6,6365.0,17.43,0.1937,370
567,32.6,6402.0,17.5,0.1923,372
568,32.6,6410.0,17.43,0.1925,369
569,32.6,6362.0,17.26,0.1936,370
570,32.6,6399.0,17.18,0.1935,370
571,32.6,6516.0,17.28,0.1934,371
572,32.6,6399.0,17.24,0.193,371
573,32.6,6442.0,17.27,0.1935,372
574,28.1,5795.0,12.14,0.1473,247
575,28.1,5239.0,13.27,0.1579,240
576,28.2,6142.0,11.45,0.1349,249
577,28.2,6247.0,11.44,0.1329,249
578,28.1,6252.0,11.3,0.1323,249
579,28.1,6334.0,11.38,0.132,248
580,28.1,6270.0,11.3,0.1322,248
581,28.1,6242.0,11.12,0.1319,249
582,28.1,6286.0,11.3,0.1312,249
583,28.1,6301.0,11.1,0.132,248
584,28.1,6277.0,11.09,0.1327,249
585,28.1,6256.0,11.11,0.1313,248
586,28.1,6271.0,11.18,0.1322,248
587,28.1,6223.0,11.12,0.1324,249
588,28.1,6306.0,11.16,0.1321,248
589,28.1,6240.0,11.2,0.1316,249
590,28.1,6292.0,11.19,0.1324,248
591,28.1,6334.0,11.19,0.1312,249
592,28.1,6260.0,11.15,0.1311,248
593,28.1,6263.0,11.13,0.1317,248
594,28.1,6314.0,11.14,0.1318,248
595,28.1,6293.0,11.29,0.1313,249
596,28.1,6232.0,11.09,0.1317,249
597,28.1,6285.0,11.16,0.1317,248
598,28.1,6251.0,11.1,0.1313,249
599,28.1,6284.0,11.13,0.1318,249
600,28.1,6280.0,11.13,0.1318,248
601,28.1,6269.0,11.13,0.1323,248
602,28.1,6274.0,11.17,0.1326,247
603,28.1,6307.0,11.14,0.1324,247
604,28.1,6329.0,11.19,0.1321,248
605,28.1,6326.0,11.16,0.1318,248
606,28.1,6374.0,11.13,0.1319,248
607,28.1,6209.0,11.17,0.132,249
608,28.1,6352.0,11.15,0.1318,247
609,28.1,6341.0,11.19,0.132,248
610,28.1,6237.0,11.11,0.1324,248
611,28.1,6333.0,11.13,0.1325,249
612,28.1,6297.0,11.14,0.1314,248
613,28.1,6357.0,11.09,0.1329,249
614,28.1,6260.0,11.11,0.1322,248
615,28.1,6353.0,11.15,0.1321,249
616,28.1,6264.0,11.08,0.1324,248
617,28.1,6330.0,11.05,0.132,248
618,28.1,6374.0,11.09,0.1318,248
619,28.1,6362.0,11.15,0.1313,249
620,28.1,6334.0,11.11,0.1316,249
621,28.1,6265.0,11.25,0.1314,249
622,28.1,6408.0,11.4,0.1315,249
623,28.1,6319.0,11.32,0.1316,248
624,28.1,6364.0,11.29,0.1322,248
625,28.1,6302.0,11.28,0.1312,249
626,28.1,6321.0,11.23,0.1314,248
627,28.1,6297.0,11.27,0.1323,249
628,28.1,6271.0,11.23,0.1319,249
629,28.1,6307.0,11.37,0.1319,249
630,28.1,6282.0,11.23,0.1316,248
631,28.1,6289.0,11.27,0.1312,248
632,28.1,6301.0,11.28,0.132,248
633,28.1,6268.0,11.23,0.1318,249
634,28.1,6373.0,11.32,0.1321,249
635,28.1,6396.0,11.3,0.132,249
636,28.1,6357.0,11.22,0.132,249
637,28.1,6335.0,11.28,0.1319,249
638,28.1,6287.0,11.25,0.132,249
639,28.1,6250.0,11.24,0.1319,248
640,28.1,6298.0,11.26,0.1318,250
641,28.1,6334.0,11.29,0.1318,248
642,28.1,6246.0,11.26,0.1317,249
