,时间,晶升指令,晶升,主加功率,晶转,埚转,直径,设定生长速度,实际生长速度,液口距,实际液面温度,埚升,晶体长度,晶体重量,状态,底加功率,温度速率,功率速率,埚跟比,主室压力,干泵频率/节流阀开度,氩气流量,坩埚位置,籽晶位置,热屏位置,净重,总重量,提出重量,剩余重量,放肩角度,热屏水温,热屏流量,PRESSURE_PC,主加电流,直径原始
0, 15:23:11.323842,68.27431522380324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, 15:23:11.763151,69.54103721295611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
