one_beng_pressure_normalized,two_beng_pressure_normalized,three_beng_pressure_normalized,four_beng_pressure_normalized,five_beng_pressure_normalized,six_beng_pressure_normalized,seven_beng_pressure_normalized,eight_beng_pressure_normalized,one_beng_fre_normalized,two_beng_fre_normalized,three_beng_fre_normalized,four_beng_fre_normalized,five_beng_fre_normalized,six_beng_fre_normalized,seven_beng_fre_normalized,eight_beng_fre_normalized,one_time_flow_normalized,water_ele_normalized
-2.174687053548614,-0.20739545200266976,0.9203296191261968,0.40934342794412665,-0.4933998912601538,-0.42246129618564715,-0.4492803552313201,-1.698128271065481,-2.7098513275223253,-0.33631537176483023,1.395815152449194,0.8388629218088468,-0.6160050856988754,-0.5330972514732149,0.061264323001526004,-1.935588059086199,-1.5463223235328574,-1.2629679138476448
-2.191028915985909,-0.22604212363589174,0.9203296191261968,0.40934342794412665,-0.5070220865009487,-0.43749979504364067,-0.46338300145667116,-1.711537207669381,-2.7098513275223253,-0.33631537176483023,1.4302688089957771,0.8689584384559933,-0.6160050856988754,-0.5330972514732149,0.02384930463840877,-1.935588059086199,-1.5306372595371653,-1.2629679138476448
0.015122513048961759,-0.30062881016877957,1.389052837231486,0.8573596301413616,-0.5751330627049233,-0.49765379047561464,0.016106970205266462,-1.7785818906888813,0.05454589694422318,-0.33631537176483023,1.6025370917286925,0.9893405050445792,-0.6160050856988754,-0.5330972514732149,0.20344139278137166,-1.935588059086199,-0.5328580552245509,-0.3582862157404003
0.015122513048961759,-0.3565688250684455,1.389052837231486,0.8573596301413616,-0.6159996484273079,-0.5427692870495953,0.030209616430617578,-1.8053997638966814,0.05454589694422318,-0.33631537176483023,1.6025370917286925,1.0194360216917255,-0.6160050856988754,-0.5330972514732149,0.24085641114448889,-1.935588059086199,-0.5326489210379417,-0.2753570600805694
0.047806237923552465,-0.3938621683348894,1.4166247912376797,0.881576722152023,-0.6432440389088978,-0.5728462847655823,0.05841490888131982,-1.8322176371044816,0.10046611661974725,-0.33631537176483023,1.6369907482752757,1.049531538338872,-0.6160050856988754,-0.5330972514732149,0.24085641114448889,-1.935588059086199,-0.4724182752944847,-0.15473283366627058
0.4563527988559359,-0.31927548180200155,-0.49962601219276787,1.1721818262799597,-0.5887552579457183,-0.5126922893336082,0.4109810645150974,0.4607105221624242,0.3759874346728916,-0.33631537176483023,-0.5680432707060413,1.1699136049274577,-0.6160050856988754,-0.5330972514732149,0.3905164845969576,0.4221591091026609,0.16000350501181296,0.24483491633109608
0.4073272115440498,-0.30062881016877957,-0.4858400351896711,1.1358561882639677,-0.5751330627049233,-0.49765379047561464,0.38277577206439517,0.42048371235072407,0.2841469953218435,-0.33631537176483023,-0.5680432707060413,1.1398180882803113,-0.6160050856988754,-0.5330972514732149,0.3905164845969576,0.4221591091026609,0.11399398395778336,0.1468277323694776
0.3909853491067545,-0.31927548180200155,-0.49962601219276787,1.1479647342692982,-0.5887552579457183,-0.5126922893336082,0.38277577206439517,0.42048371235072407,0.2841469953218435,-0.33631537176483023,-0.5680432707060413,1.1699136049274577,-0.6160050856988754,-0.5330972514732149,0.3905164845969576,0.4221591091026609,0.1110661053452542,0.19206181727483992
0.6034295607915936,-0.31927548180200155,-0.49962601219276787,1.3174843783439276,1.7270179329894155,-0.5126922893336082,0.5661101729939593,0.5947998882014243,0.2841469953218435,-0.33631537176483023,-0.5680432707060413,1.109722571633165,1.655304890410412,-0.5330972514732149,0.39799948826958115,0.4221591091026609,0.5115580727019209,0.5463954823668443
0.668797010540775,-0.3379221534352235,-0.5134119891958646,1.3780271083705813,1.849617690156569,-0.5277307881916017,0.6366234041207149,0.6752535078248245,0.2841469953218435,-0.33631537176483023,-0.5680432707060413,1.109722571633165,1.655304890410412,-0.5330972514732149,0.46534652132319204,0.4947051758161643,0.5184595008600253,0.6971757653847178
-2.2563963657350907,-0.2819821385355577,-0.47205405818657437,0.38512633593346524,0.8551974375785416,-0.46757679275962766,-1.8736476239917819,-0.3706435472793778,-2.7098513275223253,-0.33631537176483023,-0.5680432707060413,0.8689584384559933,1.3118043076037607,-0.5330972514732149,-2.063908720023533,0.13197484224864742,-1.4605773070230748,-1.2478898855458578
-2.2563963657350907,-0.2819821385355577,-0.47205405818657437,0.40934342794412665,0.8279530470969517,-0.49765379047561464,-1.8736476239917819,-0.35723461067547774,-2.7098513275223253,-0.33631537176483023,-0.5680432707060413,0.8689584384559933,1.3819064673602202,-0.5330972514732149,-2.063908720023533,0.20452090896215078,-1.3263131592199522,-1.1197266449806647
-2.2563963657350907,-0.30062881016877957,-0.47205405818657437,0.4214519739494573,0.8415752423377466,-0.4826152916176211,-1.887750270217133,-0.35723461067547774,-2.7098513275223253,-0.33631537176483023,-0.5680432707060413,0.8689584384559933,1.3468553874819904,-0.5330972514732149,-2.063908720023533,0.20452090896215078,-1.3539188718523698,-1.255428899696751
-2.2563963657350907,-0.2819821385355577,-0.47205405818657437,0.40934342794412665,0.8279530470969517,-0.4826152916176211,-1.887750270217133,-0.35723461067547774,-2.7098513275223253,-0.33631537176483023,-0.5680432707060413,0.8990539551031397,1.3468553874819904,-0.5330972514732149,-2.063908720023533,0.20452090896215078,-1.3208756703681124,-1.164960729886027
-0.09927052401210572,-0.30062881016877957,-0.4858400351896711,0.7362741700880551,1.1685079281168242,-0.49765379047561464,-1.9018529164424842,0.004806677629823063,0.008625677268699125,-0.33631537176483023,-0.5680432707060413,0.9291494717502862,1.4449984111410334,-0.5330972514732149,-2.063908720023533,0.20452090896215078,-0.5056706109653516,-0.5995346685689991
0.4236690739813452,-0.24468879526911372,-0.44448210418038087,-0.8136197185942725,1.604418175822261,-0.4525382939016342,0.3968784182897463,0.4473015855585242,0.2841469953218435,-0.33631537176483023,-0.5680432707060413,-0.8705624237490706,1.655304890410412,-0.5330972514732149,0.3905164845969576,0.4221591091026609,0.27690951532637,0.10913266161500908
0.5217202486051173,-0.22604212363589174,-0.4306961271772841,-0.8136197185942725,1.6997735425078255,-0.43749979504364067,0.481494295641853,0.5143462685780243,0.3759874346728916,-0.33631537176483023,-0.5680432707060413,-0.8705624237490706,1.655304890410412,-0.5330972514732149,0.46534652132319204,0.4221591091026609,0.35909925066379556,0.22975688802930846
0.8158737724764332,-0.22604212363589174,-0.4306961271772841,-0.8136197185942725,1.9585952520829284,-0.43749979504364067,0.7353419276981727,0.7691160640521248,0.4678278740239397,-0.33631537176483023,-0.5680432707060413,-0.8705624237490706,1.795509209923331,-0.5330972514732149,0.615006594775661,0.639797309243171,0.7006153773966607,0.7122537936865054
0.8158737724764332,-0.24468879526911372,-0.44448210418038087,-0.8257282645996032,1.9722174473237233,-0.4525382939016342,0.7494445739235238,0.7825250006560249,0.5137480936994637,-0.33631537176483023,-0.5680432707060413,-0.8705624237490706,1.795509209923331,-0.5330972514732149,0.615006594775661,0.639797309243171,0.702706719262753,0.7650268927427616
